,States,Daily cases,Cumulative,date
0,Selangor,2277,161584,2021-05-20
1,Sabah,245,59909,2021-05-20
2,Johor,615,52531,2021-05-20
3,Wp Kuala Lumpur,655,51897,2021-05-20
4,Sarawak,608,40259,2021-05-20
6,Negeri Sembilan,291,21504,2021-05-20
5,Pulau Pinang,362,24702,2021-05-20
10,Melaka,212,9212,2021-05-20
9,Kedah,417,14187,2021-05-20
11,Pahang,157,7121,2021-05-20
12,Terengganu,233,6377,2021-05-20
13,Wp Labuan,17,2554,2021-05-20
14,Wp Putrajaya,35,1606,2021-05-20
7,Kelantan,426,20840,2021-05-20
8,Perak,248,17612,2021-05-20
3,Wp Kuala Lumpur,641,52538,2021-05-21
4,Sarawak,612,40871,2021-05-21
2,Johor,406,52937,2021-05-21
6,Negeri Sembilan,370,21874,2021-05-21
0,Selangor,2163,163747,2021-05-21
5,Pulau Pinang,302,25004,2021-05-21
1,Sabah,144,60053,2021-05-21
7,Kelantan,467,21307,2021-05-21
8,Perak,382,17994,2021-05-21
13,Wp Labuan,84,2638,2021-05-21
15,Perlis,3,410,2021-05-21
14,Wp Putrajaya,20,1626,2021-05-21
9,Kedah,434,14621,2021-05-21
12,Terengganu,139,6516,2021-05-21
10,Melaka,165,9377,2021-05-21
11,Pahang,161,7282,2021-05-21
7,Kelantan,613,21920,2021-05-22
0,Selangor,1647,165394,2021-05-22
1,Sabah,189,60242,2021-05-22
2,Johor,477,53414,2021-05-22
3,Wp Kuala Lumpur,654,53192,2021-05-22
4,Sarawak,749,41620,2021-05-22
5,Pulau Pinang,359,25363,2021-05-22
6,Negeri Sembilan,396,22270,2021-05-22
9,Kedah,301,14922,2021-05-22
10,Melaka,175,9552,2021-05-22
11,Pahang,227,7509,2021-05-22
12,Terengganu,185,6701,2021-05-22
13,Wp Labuan,36,2674,2021-05-22
14,Wp Putrajaya,18,1644,2021-05-22
15,Perlis,18,428,2021-05-22
8,Perak,276,18270,2021-05-22
6,Negeri Sembilan,434,22704,2021-05-23
15,Perlis,8,436,2021-05-23
1,Sabah,136,60378,2021-05-23
2,Johor,549,53963,2021-05-23
3,Wp Kuala Lumpur,447,53639,2021-05-23
4,Sarawak,663,42283,2021-05-23
5,Pulau Pinang,372,25735,2021-05-23
0,Selangor,2235,167629,2021-05-23
9,Kedah,422,15344,2021-05-23
10,Melaka,209,9761,2021-05-23
11,Pahang,263,7772,2021-05-23
12,Terengganu,266,6967,2021-05-23
13,Wp Labuan,37,2711,2021-05-23
14,Wp Putrajaya,30,1674,2021-05-23
7,Kelantan,626,22546,2021-05-23
8,Perak,279,18549,2021-05-23
6,Negeri Sembilan,329,23033,2021-05-24
5,Pulau Pinang,384,26119,2021-05-24
0,Selangor,2049,169678,2021-05-24
1,Sabah,184,60562,2021-05-24
2,Johor,468,54431,2021-05-24
3,Wp Kuala Lumpur,468,54107,2021-05-24
4,Sarawak,530,42813,2021-05-24
7,Kelantan,451,22997,2021-05-24
8,Perak,231,18780,2021-05-24
10,Melaka,329,10090,2021-05-24
11,Pahang,257,8029,2021-05-24
12,Terengganu,263,7230,2021-05-24
13,Wp Labuan,171,2882,2021-05-24
14,Wp Putrajaya,40,1714,2021-05-24
15,Perlis,7,443,2021-05-24
9,Kedah,348,15692,2021-05-24
0,Selangor,2642,172320,2021-05-25
1,Sabah,266,60828,2021-05-25
2,Johor,664,55095,2021-05-25
3,Wp Kuala Lumpur,604,54711,2021-05-25
4,Sarawak,513,43326,2021-05-25
5,Pulau Pinang,380,26499,2021-05-25
6,Negeri Sembilan,410,23443,2021-05-25
7,Kelantan,425,23422,2021-05-25
8,Perak,218,18998,2021-05-25
9,Kedah,336,16028,2021-05-25
10,Melaka,258,10348,2021-05-25
11,Pahang,211,8240,2021-05-25
12,Terengganu,268,7498,2021-05-25
13,Wp Labuan,63,2945,2021-05-25
14,Wp Putrajaya,23,1737,2021-05-25
15,Perlis,8,451,2021-05-25
6,Kelantan,547,23969,2021-05-26
0,Selangor,2455,174775,2021-05-26
1,Sabah,229,61057,2021-05-26
2,Johor,587,55682,2021-05-26
3,Wp Kuala Lumpur,760,55471,2021-05-26
4,Sarawak,640,43966,2021-05-26
5,Pulau Pinang,420,26919,2021-05-26
15,Perlis,8,459,2021-05-26
8,Perak,264,19262,2021-05-26
10,Melaka,230,10578,2021-05-26
11,Pahang,171,8411,2021-05-26
12,Terengganu,177,7675,2021-05-26
13,Wp Labuan,49,2994,2021-05-26
14,Wp Putrajaya,29,1766,2021-05-26
7,Negeri Sembilan,370,23813,2021-05-26
9,Kedah,542,16570,2021-05-26
4,Sarawak,772,44738,2021-05-27
5,Pulau Pinang,365,27284,2021-05-27
0,Selangor,2675,177450,2021-05-27
1,Sabah,217,61274,2021-05-27
2,Johor,549,56231,2021-05-27
3,Wp Kuala Lumpur,561,56032,2021-05-27
6,Kelantan,754,24723,2021-05-27
7,Negeri Sembilan,353,24166,2021-05-27
8,Perak,228,19490,2021-05-27
9,Kedah,441,17011,2021-05-27
11,Pahang,238,8649,2021-05-27
12,Terengganu,282,7957,2021-05-27
13,Wp Labuan,170,3164,2021-05-27
14,Wp Putrajaya,12,1778,2021-05-27
15,Perlis,6,465,2021-05-27
10,Melaka,234,10812,2021-05-27
0,Selangor,2052,179502,2021-05-28
1,Sabah,308,61582,2021-05-28
2,Johor,762,56993,2021-05-28
3,Wp Kuala Lumpur,830,56862,2021-05-28
4,Sarawak,698,45436,2021-05-28
5,Pulau Pinang,421,27705,2021-05-28
6,Kelantan,851,25574,2021-05-28
7,Negeri Sembilan,520,24686,2021-05-28
8,Perak,405,19895,2021-05-28
9,Kedah,544,17555,2021-05-28
10,Melaka,380,11192,2021-05-28
11,Pahang,254,8903,2021-05-28
12,Terengganu,207,8164,2021-05-28
13,Wp Labuan,6,3170,2021-05-28
14,Wp Putrajaya,44,1822,2021-05-28
15,Perlis,8,473,2021-05-28
6,Kelantan,907,26481,2021-05-29
0,Selangor,2836,182338,2021-05-29
1,Sabah,265,61847,2021-05-29
2,Wp Kuala Lumpur,789,57651,2021-05-29
3,Johor,468,57461,2021-05-29
4,Sarawak,726,46162,2021-05-29
5,Pulau Pinang,345,28050,2021-05-29
15,Perlis,19,492,2021-05-29
8,Perak,272,20167,2021-05-29
10,Melaka,340,11532,2021-05-29
11,Pahang,216,9119,2021-05-29
12,Terengganu,189,8353,2021-05-29
13,Wp Labuan,253,3423,2021-05-29
14,Wp Putrajaya,29,1851,2021-05-29
7,Negeri Sembilan,898,25584,2021-05-29
9,Kedah,468,18023,2021-05-29
6,Kelantan,612,27093,2021-05-30
8,Perak,212,20379,2021-05-30
5,Pulau Pinang,248,28298,2021-05-30
0,Selangor,2477,184815,2021-05-30
1,Sabah,190,62037,2021-05-30
2,Wp Kuala Lumpur,616,58267,2021-05-30
3,Johor,433,57894,2021-05-30
7,Negeri Sembilan,468,26052,2021-05-30
11,Pahang,239,9358,2021-05-30
10,Melaka,202,11734,2021-05-30
12,Terengganu,214,8567,2021-05-30
13,Wp Labuan,133,3556,2021-05-30
14,Wp Putrajaya,13,1864,2021-05-30
15,Perlis,7,499,2021-05-30
9,Kedah,422,18445,2021-05-30
4,Sarawak,513,46675,2021-05-30
7,Negeri Sembilan,253,26305,2021-05-31
0,Selangor,2111,186926,2021-05-31
2,Wp Kuala Lumpur,387,58654,2021-05-31
3,Johor,489,58383,2021-05-31
4,Sarawak,654,47329,2021-05-31
5,Pulau Pinang,328,28626,2021-05-31
6,Kelantan,695,27788,2021-05-31
1,Sabah,207,62244,2021-05-31
8,Perak,255,20634,2021-05-31
9,Kedah,464,18909,2021-05-31
10,Melaka,352,12086,2021-05-31
11,Pahang,219,9577,2021-05-31
12,Terengganu,204,8771,2021-05-31
14,Wp Putrajaya,28,1892,2021-05-31
15,Perlis,12,511,2021-05-31
13,Wp Labuan,166,3722,2021-05-31
15,Perlis,0,511,2021-06-01
0,Selangor,2068,188994,2021-06-01
1,Sabah,318,62562,2021-06-01
2,Wp Kuala Lumpur,817,59471,2021-06-01
3,Johor,431,58814,2021-06-01
4,Sarawak,703,48032,2021-06-01
6,Kelantan,531,28319,2021-06-01
5,Pulau Pinang,400,29026,2021-06-01
10,Melaka,249,12335,2021-06-01
9,Kedah,236,19145,2021-06-01
11,Pahang,190,9767,2021-06-01
12,Terengganu,198,8969,2021-06-01
13,Wp Labuan,162,3884,2021-06-01
14,Wp Putrajaya,18,1910,2021-06-01
7,Negeri Sembilan,397,26702,2021-06-01
8,Perak,387,21021,2021-06-01
5,Pulau Pinang,407,29433,2021-06-02
4,Sarawak,588,48620,2021-06-02
11,Pahang,237,10004,2021-06-02
6,Kelantan,541,28860,2021-06-02
1,Sabah,254,62816,2021-06-02
0,Selangor,2728,191722,2021-06-02
2,Wp Kuala Lumpur,701,60172,2021-06-02
3,Johor,554,59368,2021-06-02
9,Kedah,283,19428,2021-06-02
13,Wp Labuan,159,4043,2021-06-02
15,Perlis,7,518,2021-06-02
14,Wp Putrajaya,1,1911,2021-06-02
7,Negeri Sembilan,586,27288,2021-06-02
10,Melaka,209,12544,2021-06-02
12,Terengganu,224,9193,2021-06-02
8,Perak,224,21245,2021-06-02
7,Negeri Sembilan,576,27864,2021-06-03
0,Selangor,3125,194847,2021-06-03
1,Sabah,203,63019,2021-06-03
2,Wp Kuala Lumpur,801,60973,2021-06-03
3,Johor,752,60120,2021-06-03
4,Sarawak,594,49214,2021-06-03
5,Pulau Pinang,303,29736,2021-06-03
6,Kelantan,414,29274,2021-06-03
9,Kedah,373,19801,2021-06-03
10,Melaka,322,12866,2021-06-03
11,Pahang,135,10139,2021-06-03
12,Terengganu,127,9320,2021-06-03
13,Wp Labuan,62,4105,2021-06-03
14,Wp Putrajaya,33,1944,2021-06-03
15,Perlis,5,523,2021-06-03
8,Perak,384,21629,2021-06-03
6,Kelantan,286,29560,2021-06-04
15,Perlis,8,531,2021-06-04
1,Sabah,287,63306,2021-06-04
2,Wp Kuala Lumpur,851,61824,2021-06-04
3,Johor,446,60566,2021-06-04
4,Sarawak,706,49920,2021-06-04
5,Pulau Pinang,376,30112,2021-06-04
0,Selangor,2612,197459,2021-06-04
9,Kedah,263,20064,2021-06-04
10,Melaka,234,13100,2021-06-04
11,Pahang,146,10285,2021-06-04
12,Terengganu,203,9523,2021-06-04
13,Wp Labuan,230,4335,2021-06-04
14,Wp Putrajaya,20,1964,2021-06-04
7,Negeri Sembilan,709,28573,2021-06-04
8,Perak,371,22000,2021-06-04
6,Kelantan,312,29872,2021-06-05
5,Pulau Pinang,370,30482,2021-06-05
0,Selangor,2509,199968,2021-06-05
1,Sabah,259,63565,2021-06-05
2,Wp Kuala Lumpur,678,62502,2021-06-05
3,Johor,412,60978,2021-06-05
4,Sarawak,651,50571,2021-06-05
7,Negeri Sembilan,843,29416,2021-06-05
8,Perak,252,22252,2021-06-05
10,Melaka,206,13306,2021-06-05
11,Pahang,286,10571,2021-06-05
12,Terengganu,190,9713,2021-06-05
13,Wp Labuan,205,4540,2021-06-05
14,Wp Putrajaya,12,1976,2021-06-05
15,Perlis,4,535,2021-06-05
9,Kedah,263,20327,2021-06-05
0,Selangor,2178,202146,2021-06-06
1,Sabah,305,63870,2021-06-06
2,Wp Kuala Lumpur,415,62917,2021-06-06
3,Johor,565,61543,2021-06-06
4,Sarawak,600,51171,2021-06-06
5,Pulau Pinang,271,30753,2021-06-06
6,Kelantan,270,30142,2021-06-06
7,Negeri Sembilan,556,29972,2021-06-06
8,Perak,174,22426,2021-06-06
9,Kedah,125,20452,2021-06-06
10,Melaka,225,13531,2021-06-06
11,Pahang,155,10726,2021-06-06
12,Terengganu,158,9871,2021-06-06
13,Wp Labuan,212,4752,2021-06-06
14,Wp Putrajaya,30,2006,2021-06-06
15,Perlis,2,537,2021-06-06
6,Negeri Sembilan,571,30543,2021-06-07
0,Selangor,1374,203520,2021-06-07
1,Sabah,336,64206,2021-06-07
2,Wp Kuala Lumpur,455,63372,2021-06-07
3,Johor,355,61898,2021-06-07
4,Sarawak,703,51874,2021-06-07
5,Pulau Pinang,153,30906,2021-06-07
15,Perlis,1,538,2021-06-07
8,Perak,177,22603,2021-06-07
10,Melaka,178,13709,2021-06-07
11,Pahang,99,10825,2021-06-07
12,Terengganu,117,9988,2021-06-07
13,Wp Labuan,209,4961,2021-06-07
14,Wp Putrajaya,8,2014,2021-06-07
7,Kelantan,341,30483,2021-06-07
9,Kedah,194,20646,2021-06-07
4,Sarawak,707,52581,2021-06-08
5,Pulau Pinang,185,31091,2021-06-08
0,Selangor,1524,205044,2021-06-08
1,Sabah,350,64556,2021-06-08
2,Wp Kuala Lumpur,466,63838,2021-06-08
3,Johor,456,62354,2021-06-08
6,Negeri Sembilan,505,31048,2021-06-08
7,Kelantan,204,30687,2021-06-08
8,Perak,225,22828,2021-06-08
9,Kedah,148,20794,2021-06-08
11,Pahang,157,10982,2021-06-08
12,Terengganu,106,10094,2021-06-08
13,Wp Labuan,191,5152,2021-06-08
14,Wp Putrajaya,27,2041,2021-06-08
15,Perlis,1,539,2021-06-08
10,Melaka,314,14023,2021-06-08
0,Selangor,2291,207335,2021-06-09
1,Sabah,232,64788,2021-06-09
2,Wp Kuala Lumpur,704,64542,2021-06-09
3,Johor,468,62822,2021-06-09
4,Sarawak,419,53000,2021-06-09
5,Negeri Sembilan,507,31555,2021-06-09
6,Pulau Pinang,194,31285,2021-06-09
7,Kelantan,340,31027,2021-06-09
8,Perak,175,23003,2021-06-09
9,Kedah,135,20929,2021-06-09
10,Melaka,150,14173,2021-06-09
11,Pahang,232,11214,2021-06-09
12,Terengganu,171,10265,2021-06-09
13,Wp Labuan,200,5352,2021-06-09
14,Wp Putrajaya,17,2058,2021-06-09
15,Perlis,4,543,2021-06-09
6,Pulau Pinang,166,31451,2021-06-10
0,Selangor,1510,208845,2021-06-10
1,Wp Kuala Lumpur,769,65311,2021-06-10
2,Sabah,233,65021,2021-06-10
3,Johor,524,63346,2021-06-10
4,Sarawak,631,53631,2021-06-10
5,Negeri Sembilan,593,32148,2021-06-10
15,Perlis,3,546,2021-06-10
8,Perak,143,23146,2021-06-10
10,Melaka,184,14357,2021-06-10
11,Pahang,112,11326,2021-06-10
12,Terengganu,108,10373,2021-06-10
13,Wp Labuan,106,5458,2021-06-10
14,Wp Putrajaya,18,2076,2021-06-10
7,Kelantan,262,31289,2021-06-10
9,Kedah,309,21238,2021-06-10
6,Pulau Pinang,205,31656,2021-06-11
8,Perak,161,23307,2021-06-11
5,Negeri Sembilan,685,32833,2021-06-11
0,Selangor,2558,211403,2021-06-11
1,Wp Kuala Lumpur,884,66195,2021-06-11
2,Sabah,309,65330,2021-06-11
3,Johor,426,63772,2021-06-11
7,Kelantan,248,31537,2021-06-11
11,Pahang,89,11415,2021-06-11
10,Melaka,170,14527,2021-06-11
12,Terengganu,66,10439,2021-06-11
13,Wp Labuan,176,5634,2021-06-11
14,Wp Putrajaya,10,2086,2021-06-11
15,Perlis,2,548,2021-06-11
9,Kedah,161,21399,2021-06-11
4,Sarawak,699,54330,2021-06-11
7,Pulau Pinang,198,31854,2021-06-12
0,Selangor,1582,212985,2021-06-12
2,Sabah,378,65708,2021-06-12
3,Johor,504,64276,2021-06-12
4,Sarawak,569,54899,2021-06-12
5,Negeri Sembilan,618,33451,2021-06-12
6,Kelantan,337,31874,2021-06-12
1,Wp Kuala Lumpur,559,66754,2021-06-12
8,Perak,218,23525,2021-06-12
9,Kedah,171,21570,2021-06-12
10,Melaka,178,14705,2021-06-12
11,Pahang,121,11536,2021-06-12
12,Terengganu,82,10521,2021-06-12
14,Wp Putrajaya,23,2109,2021-06-12
15,Perlis,5,553,2021-06-12
13,Wp Labuan,250,5884,2021-06-12
15,Perlis,5,558,2021-06-13
0,Selangor,1973,214985,2021-06-13
1,Wp Kuala Lumpur,462,67216,2021-06-13
2,Sabah,335,66043,2021-06-13
3,Johor,363,64639,2021-06-13
4,Sarawak,544,55443,2021-06-13
6,Pulau Pinang,256,32110,2021-06-13
5,Negeri Sembilan,331,33782,2021-06-13
10,Melaka,145,14850,2021-06-13
9,Kedah,301,21871,2021-06-13
11,Pahang,78,11614,2021-06-13
12,Terengganu,46,10567,2021-06-13
13,Wp Labuan,158,6042,2021-06-13
14,Wp Putrajaya,7,2116,2021-06-13
7,Kelantan,179,32053,2021-06-13
8,Perak,121,23646,2021-06-13
11,Pahang,61,11675,2021-06-14
4,Sarawak,744,56187,2021-06-14
3,Johor,430,65069,2021-06-14
6,Pulau Pinang,214,32324,2021-06-14
1,Wp Kuala Lumpur,503,67719,2021-06-14
0,Selangor,1523,216481,2021-06-14
2,Sabah,273,66316,2021-06-14
5,Negeri Sembilan,323,34105,2021-06-14
14,Wp Putrajaya,10,2126,2021-06-14
13,Wp Labuan,113,6155,2021-06-14
15,Perlis,1,559,2021-06-14
9,Kedah,199,22070,2021-06-14
12,Terengganu,86,10653,2021-06-14
10,Melaka,119,14969,2021-06-14
7,Kelantan,214,32267,2021-06-14
8,Perak,136,23782,2021-06-14
0,Selangor,1996,218477,2021-06-15
1,Wp Kuala Lumpur,650,68369,2021-06-15
2,Sabah,230,66546,2021-06-15
3,Johor,366,65435,2021-06-15
4,Sarawak,718,56905,2021-06-15
5,Negeri Sembilan,396,34501,2021-06-15
6,Kelantan,245,32512,2021-06-15
7,Pulau Pinang,124,32448,2021-06-15
8,Perak,68,23850,2021-06-15
9,Kedah,252,22322,2021-06-15
10,Melaka,155,15124,2021-06-15
11,Pahang,32,11707,2021-06-15
12,Terengganu,43,10696,2021-06-15
13,Wp Labuan,138,6293,2021-06-15
14,Wp Putrajaya,5,2131,2021-06-15
15,Perlis,1,560,2021-06-15
6,Kelantan,230,32742,2021-06-16
0,Selangor,1914,220391,2021-06-16
1,Wp Kuala Lumpur,480,68849,2021-06-16
2,Sabah,184,66730,2021-06-16
3,Johor,392,65827,2021-06-16
4,Sarawak,570,57475,2021-06-16
5,Negeri Sembilan,607,35108,2021-06-16
15,Perlis,8,568,2021-06-16
8,Perak,66,23916,2021-06-16
10,Melaka,152,15276,2021-06-16
11,Pahang,57,11764,2021-06-16
12,Terengganu,56,10752,2021-06-16
13,Wp Labuan,101,6394,2021-06-16
14,Wp Putrajaya,6,2137,2021-06-16
7,Pulau Pinang,99,32547,2021-06-16
9,Kedah,228,22550,2021-06-16
3,Johor,449,66276,2021-06-17
7,Pulau Pinang,97,32644,2021-06-17
5,Negeri Sembilan,1086,36194,2021-06-17
0,Selangor,1858,222249,2021-06-17
1,Wp Kuala Lumpur,641,69490,2021-06-17
2,Sabah,248,66978,2021-06-17
4,Sarawak,559,58034,2021-06-17
6,Kelantan,154,32896,2021-06-17
9,Kedah,197,22747,2021-06-17
11,Pahang,54,11818,2021-06-17
12,Terengganu,77,10829,2021-06-17
13,Wp Labuan,97,6491,2021-06-17
14,Wp Putrajaya,7,2144,2021-06-17
15,Perlis,0,568,2021-06-17
10,Melaka,184,15460,2021-06-17
8,Perak,30,23946,2021-06-17
7,Pulau Pinang,122,32766,2021-06-18
0,Selangor,2095,224344,2021-06-18
2,Sabah,199,67177,2021-06-18
3,Johor,592,66868,2021-06-18
4,Sarawak,536,58570,2021-06-18
5,Negeri Sembilan,870,37064,2021-06-18
6,Kelantan,200,33096,2021-06-18
1,Wp Kuala Lumpur,816,70306,2021-06-18
8,Perak,357,24303,2021-06-18
9,Kedah,159,22906,2021-06-18
10,Melaka,223,15683,2021-06-18
11,Pahang,79,11897,2021-06-18
12,Terengganu,32,10861,2021-06-18
14,Wp Putrajaya,6,2150,2021-06-18
15,Perlis,2,570,2021-06-18
13,Wp Labuan,152,6643,2021-06-18
15,Perlis,0,570,2021-06-19
0,Selangor,2111,226455,2021-06-19
1,Wp Kuala Lumpur,483,70789,2021-06-19
2,Sabah,201,67378,2021-06-19
3,Johor,498,67366,2021-06-19
4,Sarawak,569,59139,2021-06-19
6,Kelantan,223,33319,2021-06-19
5,Negeri Sembilan,770,37834,2021-06-19
10,Melaka,134,15817,2021-06-19
9,Kedah,204,23110,2021-06-19
11,Pahang,56,11953,2021-06-19
12,Terengganu,62,10923,2021-06-19
13,Wp Labuan,185,6828,2021-06-19
14,Wp Putrajaya,3,2153,2021-06-19
7,Pulau Pinang,167,32933,2021-06-19
8,Perak,245,24548,2021-06-19
11,Pahang,77,12030,2021-06-20
4,Sarawak,661,59800,2021-06-20
3,Sabah,163,67541,2021-06-20
6,Kelantan,167,33486,2021-06-20
1,Wp Kuala Lumpur,379,71168,2021-06-20
0,Selangor,1680,228135,2021-06-20
2,Johor,627,67993,2021-06-20
5,Negeri Sembilan,693,38527,2021-06-20
14,Wp Putrajaya,4,2157,2021-06-20
13,Wp Labuan,156,6984,2021-06-20
15,Perlis,2,572,2021-06-20
9,Kedah,170,23280,2021-06-20
12,Terengganu,12,10935,2021-06-20
10,Melaka,183,16000,2021-06-20
7,Pulau Pinang,114,33047,2021-06-20
8,Perak,205,24753,2021-06-20
7,Pulau Pinang,84,33131,2021-06-21
0,Selangor,1346,229481,2021-06-21
1,Wp Kuala Lumpur,310,71478,2021-06-21
2,Johor,314,68307,2021-06-21
3,Sabah,166,67707,2021-06-21
4,Sarawak,682,60482,2021-06-21
5,Negeri Sembilan,437,38964,2021-06-21
6,Kelantan,219,33705,2021-06-21
9,Kedah,182,23462,2021-06-21
10,Melaka,205,16205,2021-06-21
11,Pahang,50,12080,2021-06-21
12,Terengganu,18,10953,2021-06-21
13,Wp Labuan,130,7114,2021-06-21
14,Wp Putrajaya,15,2172,2021-06-21
15,Perlis,0,572,2021-06-21
8,Perak,453,25206,2021-06-21
6,Kelantan,165,33870,2021-06-22
15,Perlis,2,574,2021-06-22
1,Wp Kuala Lumpur,635,72113,2021-06-22
2,Johor,239,68546,2021-06-22
3,Sabah,193,67900,2021-06-22
4,Sarawak,507,60989,2021-06-22
5,Negeri Sembilan,585,39549,2021-06-22
0,Selangor,1566,231047,2021-06-22
9,Kedah,142,23604,2021-06-22
10,Melaka,167,16372,2021-06-22
11,Pahang,131,12211,2021-06-22
12,Terengganu,37,10990,2021-06-22
13,Wp Labuan,104,7218,2021-06-22
14,Wp Putrajaya,7,2179,2021-06-22
7,Pulau Pinang,195,33326,2021-06-22
8,Perak,68,25274,2021-06-22
6,Kelantan,81,33951,2021-06-23
0,Selangor,2001,233048,2021-06-23
1,Wp Kuala Lumpur,531,72644,2021-06-23
2,Johor,282,68828,2021-06-23
3,Sabah,129,68029,2021-06-23
11,Pahang,245,12456,2021-06-23
4,Sarawak,577,61566,2021-06-23
5,Negeri Sembilan,677,40226,2021-06-23
12,Terengganu,27,11017,2021-06-23
10,Melaka,180,16552,2021-06-23
7,Pulau Pinang,159,33485,2021-06-23
13,Wp Labuan,77,7295,2021-06-23
14,Wp Putrajaya,13,2192,2021-06-23
15,Perlis,1,575,2021-06-23
9,Kedah,189,23793,2021-06-23
8,Perak,75,25349,2021-06-23
3,Sabah,203,68232,2021-06-24
0,Selangor,2072,235120,2021-06-24
1,Wp Kuala Lumpur,552,73196,2021-06-24
4,Sarawak,581,62147,2021-06-24
5,Negeri Sembilan,781,41007,2021-06-24
6,Kelantan,135,34086,2021-06-24
7,Pulau Pinang,108,33593,2021-06-24
2,Johor,346,69174,2021-06-24
9,Kedah,271,24064,2021-06-24
10,Melaka,247,16799,2021-06-24
11,Pahang,162,12618,2021-06-24
12,Terengganu,29,11046,2021-06-24
14,Wp Putrajaya,17,2209,2021-06-24
15,Perlis,5,580,2021-06-24
8,Perak,120,25469,2021-06-24
13,Wp Labuan,212,7507,2021-06-24
8,Perak,72,25541,2021-06-25
1,Wp Kuala Lumpur,771,73967,2021-06-25
2,Johor,196,69370,2021-06-25
3,Sabah,156,68388,2021-06-25
5,Negeri Sembilan,658,41665,2021-06-25
6,Kelantan,98,34184,2021-06-25
4,Sarawak,673,62820,2021-06-25
12,Terengganu,46,11092,2021-06-25
9,Kedah,186,24250,2021-06-25
10,Melaka,223,17022,2021-06-25
13,Wp Labuan,123,7630,2021-06-25
14,Wp Putrajaya,14,2223,2021-06-25
15,Perlis,0,580,2021-06-25
7,Pulau Pinang,270,33863,2021-06-25
11,Pahang,139,12757,2021-06-25
0,Selangor,2187,237307,2021-06-25
